YEAR,Municipality,LAT,LON,MONTH,ALLSKY_SFC_SW_DWN,EVLAND,GWETROOT,PRECTOTCORR,RH2M,T2M_MAX,T2M_MIN,TS,WS2M
1990,Alfonso,14.14,120.85,1,18.17,1.96,0.5,0.67,78.89,30.46,21.78,26.27,4.23
1990,Alfonso,14.14,120.85,2,21.72,0.64,0.46,0.11,74.1,32.15,22.6,27.01,4.22
1990,Alfonso,14.14,120.85,3,22.51,0.72,0.45,0.57,69.46,33.94,22.87,27.89,3.57
1990,Alfonso,14.14,120.85,4,24.96,0.17,0.44,0.09,67.5,34.56,24.77,29.92,3.17
1990,Alfonso,14.14,120.85,5,21.21,2.09,0.5,6.31,74.77,35.56,26.07,29.67,2.81
1990,Alfonso,14.14,120.85,6,17.22,3.92,0.77,13.59,85.03,30.45,25.92,28.38,3.45
1990,Alfonso,14.14,120.85,7,18.27,4.19,0.95,14.07,86.21,30.24,25.45,27.65,3.16
1990,Alfonso,14.14,120.85,8,16.04,5.32,0.98,18.31,87.46,29.96,25.26,27.49,4.72
1990,Alfonso,14.14,120.85,9,17.99,4.15,0.97,9.74,86.35,30.01,25.22,27.23,3.19
1990,Alfonso,14.14,120.85,10,18.14,4.02,0.94,5.74,85.6,29.85,24.94,27.37,3.1
1990,Alfonso,14.14,120.85,11,16.46,4.56,0.89,4.65,84.62,29.81,23.05,27.05,3.77
1990,Alfonso,14.14,120.85,12,16.23,4.74,0.73,1.62,84.19,29.12,22.6,26.16,4.84
1990,Amadeo,14.17,120.92,1,18.17,1.96,0.5,0.67,78.89,30.46,21.78,26.27,4.23
1990,Amadeo,14.17,120.92,2,21.72,0.64,0.46,0.11,74.1,32.15,22.6,27.01,4.22
1990,Amadeo,14.17,120.92,3,22.51,0.72,0.45,0.57,69.46,33.94,22.87,27.89,3.57
1990,Amadeo,14.17,120.92,4,24.96,0.17,0.44,0.09,67.5,34.56,24.77,29.92,3.17
1990,Amadeo,14.17,120.92,5,21.21,2.09,0.5,6.31,74.77,35.56,26.07,29.67,2.81
1990,Amadeo,14.17,120.92,6,17.22,3.92,0.77,13.59,85.03,30.45,25.92,28.38,3.45
1990,Amadeo,14.17,120.92,7,18.27,4.19,0.95,14.07,86.21,30.24,25.45,27.65,3.16
1990,Amadeo,14.17,120.92,8,16.04,5.32,0.98,18.31,87.46,29.96,25.26,27.49,4.72
1990,Amadeo,14.17,120.92,9,17.99,4.15,0.97,9.74,86.35,30.01,25.22,27.23,3.19
1990,Amadeo,14.17,120.92,10,18.14,4.02,0.94,5.74,85.6,29.85,24.94,27.37,3.1
1990,Amadeo,14.17,120.92,11,16.46,4.56,0.89,4.65,84.62,29.81,23.05,27.05,3.77
1990,Amadeo,14.17,120.92,12,16.23,4.74,0.73,1.62,84.19,29.12,22.6,26.16,4.84
1990,Bacoor City,14.46,120.94,1,18.17,3.38,0.74,2.92,83.56,30.65,18.85,24.31,1.69
1990,Bacoor City,14.46,120.94,2,21.72,2.67,0.68,1.03,79.16,32.41,19.91,25.21,1.75
1990,Bacoor City,14.46,120.94,3,22.51,2.05,0.63,1.48,73.21,34.55,19.95,26.37,1.65
1990,Bacoor City,14.46,120.94,4,24.96,1.01,0.59,0.32,67.12,38.66,21.55,29.47,1.47
1990,Bacoor City,14.46,120.94,5,21.21,2.28,0.63,5.86,76.19,37.36,22.72,28.65,1.26
1990,Bacoor City,14.46,120.94,6,17.22,3.69,0.84,11.11,87.2,31.49,23.46,26.75,1.29
1990,Bacoor City,14.46,120.94,7,18.27,4.09,0.95,9.8,88.02,31.15,22.85,26.26,1.23
1990,Bacoor City,14.46,120.94,8,16.04,4.89,0.97,11.69,88.87,31.41,23.36,26.3,1.85
1990,Bacoor City,14.46,120.94,9,17.99,4.02,0.96,8.7,87.91,31.73,23.26,26.19,1.24
1990,Bacoor City,14.46,120.94,10,18.14,3.98,0.97,12.84,89.33,31.15,22.61,25.77,1.21
1990,Bacoor City,14.46,120.94,11,16.46,4.73,0.98,11.3,88.71,31.01,21.01,25.38,1.48
1990,Bacoor City,14.46,120.94,12,16.23,5.17,0.93,8.5,88.47,28.56,19.75,24.09,1.84
1990,Carmona,14.31,121.05,1,14.58,3.38,0.74,2.92,83.56,30.65,18.85,24.31,1.69
1990,Carmona,14.31,121.05,2,18.88,2.67,0.68,1.03,79.16,32.41,19.91,25.21,1.75
1990,Carmona,14.31,121.05,3,19.11,2.05,0.63,1.48,73.21,34.55,19.95,26.37,1.65
1990,Carmona,14.31,121.05,4,23.07,1.01,0.59,0.32,67.12,38.66,21.55,29.47,1.47
1990,Carmona,14.31,121.05,5,20.22,2.28,0.63,5.86,76.19,37.36,22.72,28.65,1.26
1990,Carmona,14.31,121.05,6,17.49,3.69,0.84,11.11,87.2,31.49,23.46,26.75,1.29
1990,Carmona,14.31,121.05,7,18.36,4.09,0.95,9.8,88.02,31.15,22.85,26.26,1.23
1990,Carmona,14.31,121.05,8,15.04,4.89,0.97,11.69,88.87,31.41,23.36,26.3,1.85
1990,Carmona,14.31,121.05,9,16.51,4.02,0.96,8.7,87.91,31.73,23.26,26.19,1.24
1990,Carmona,14.31,121.05,10,14.94,3.98,0.97,12.84,89.33,31.15,22.61,25.77,1.21
1990,Carmona,14.31,121.05,11,14.41,4.73,0.98,11.3,88.71,31.01,21.01,25.38,1.48
1990,Carmona,14.31,121.05,12,12.64,5.17,0.93,8.5,88.47,28.56,19.75,24.09,1.84
1990,Cavite City,14.48,120.9,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Cavite City,14.48,120.9,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Cavite City,14.48,120.9,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Cavite City,14.48,120.9,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Cavite City,14.48,120.9,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Cavite City,14.48,120.9,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Cavite City,14.48,120.9,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Cavite City,14.48,120.9,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Cavite City,14.48,120.9,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Cavite City,14.48,120.9,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Cavite City,14.48,120.9,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,Cavite City,14.48,120.9,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,Dasmarinas City,14.33,120.93,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Dasmarinas City,14.33,120.93,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Dasmarinas City,14.33,120.93,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Dasmarinas City,14.33,120.93,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Dasmarinas City,14.33,120.93,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Dasmarinas City,14.33,120.93,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Dasmarinas City,14.33,120.93,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Dasmarinas City,14.33,120.93,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Dasmarinas City,14.33,120.93,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Dasmarinas City,14.33,120.93,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Dasmarinas City,14.33,120.93,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,Dasmarinas City,14.33,120.93,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,General Emilio Aguinaldo,14.18,120.79,1,18.17,1.96,0.5,0.67,78.89,30.46,21.78,26.27,4.23
1990,General Emilio Aguinaldo,14.18,120.79,2,21.72,0.64,0.46,0.11,74.1,32.15,22.6,27.01,4.22
1990,General Emilio Aguinaldo,14.18,120.79,3,22.51,0.72,0.45,0.57,69.46,33.94,22.87,27.89,3.57
1990,General Emilio Aguinaldo,14.18,120.79,4,24.96,0.17,0.44,0.09,67.5,34.56,24.77,29.92,3.17
1990,General Emilio Aguinaldo,14.18,120.79,5,21.21,2.09,0.5,6.31,74.77,35.56,26.07,29.67,2.81
1990,General Emilio Aguinaldo,14.18,120.79,6,17.22,3.92,0.77,13.59,85.03,30.45,25.92,28.38,3.45
1990,General Emilio Aguinaldo,14.18,120.79,7,18.27,4.19,0.95,14.07,86.21,30.24,25.45,27.65,3.16
1990,General Emilio Aguinaldo,14.18,120.79,8,16.04,5.32,0.98,18.31,87.46,29.96,25.26,27.49,4.72
1990,General Emilio Aguinaldo,14.18,120.79,9,17.99,4.15,0.97,9.74,86.35,30.01,25.22,27.23,3.19
1990,General Emilio Aguinaldo,14.18,120.79,10,18.14,4.02,0.94,5.74,85.6,29.85,24.94,27.37,3.1
1990,General Emilio Aguinaldo,14.18,120.79,11,16.46,4.56,0.89,4.65,84.62,29.81,23.05,27.05,3.77
1990,General Emilio Aguinaldo,14.18,120.79,12,16.23,4.74,0.73,1.62,84.19,29.12,22.6,26.16,4.84
1990,General Mariano Alvarez,14.3,121.0,1,14.58,3.38,0.74,2.92,83.56,30.65,18.85,24.31,1.69
1990,General Mariano Alvarez,14.3,121.0,2,18.88,2.67,0.68,1.03,79.16,32.41,19.91,25.21,1.75
1990,General Mariano Alvarez,14.3,121.0,3,19.11,2.05,0.63,1.48,73.21,34.55,19.95,26.37,1.65
1990,General Mariano Alvarez,14.3,121.0,4,23.07,1.01,0.59,0.32,67.12,38.66,21.55,29.47,1.47
1990,General Mariano Alvarez,14.3,121.0,5,20.22,2.28,0.63,5.86,76.19,37.36,22.72,28.65,1.26
1990,General Mariano Alvarez,14.3,121.0,6,17.49,3.69,0.84,11.11,87.2,31.49,23.46,26.75,1.29
1990,General Mariano Alvarez,14.3,121.0,7,18.36,4.09,0.95,9.8,88.02,31.15,22.85,26.26,1.23
1990,General Mariano Alvarez,14.3,121.0,8,15.04,4.89,0.97,11.69,88.87,31.41,23.36,26.3,1.85
1990,General Mariano Alvarez,14.3,121.0,9,16.51,4.02,0.96,8.7,87.91,31.73,23.26,26.19,1.24
1990,General Mariano Alvarez,14.3,121.0,10,14.94,3.98,0.97,12.84,89.33,31.15,22.61,25.77,1.21
1990,General Mariano Alvarez,14.3,121.0,11,14.41,4.73,0.98,11.3,88.71,31.01,21.01,25.38,1.48
1990,General Mariano Alvarez,14.3,121.0,12,12.64,5.17,0.93,8.5,88.47,28.56,19.75,24.09,1.84
1990,General Trias,14.38,120.88,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,General Trias,14.38,120.88,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,General Trias,14.38,120.88,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,General Trias,14.38,120.88,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,General Trias,14.38,120.88,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,General Trias,14.38,120.88,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,General Trias,14.38,120.88,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,General Trias,14.38,120.88,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,General Trias,14.38,120.88,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,General Trias,14.38,120.88,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,General Trias,14.38,120.88,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,General Trias,14.38,120.88,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,Imus City,14.43,120.93,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Imus City,14.43,120.93,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Imus City,14.43,120.93,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Imus City,14.43,120.93,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Imus City,14.43,120.93,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Imus City,14.43,120.93,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Imus City,14.43,120.93,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Imus City,14.43,120.93,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Imus City,14.43,120.93,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Imus City,14.43,120.93,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Imus City,14.43,120.93,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,Imus City,14.43,120.93,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,Indang,14.19,120.87,1,18.17,1.96,0.5,0.67,78.89,30.46,21.78,26.27,4.23
1990,Indang,14.19,120.87,2,21.72,0.64,0.46,0.11,74.1,32.15,22.6,27.01,4.22
1990,Indang,14.19,120.87,3,22.51,0.72,0.45,0.57,69.46,33.94,22.87,27.89,3.57
1990,Indang,14.19,120.87,4,24.96,0.17,0.44,0.09,67.5,34.56,24.77,29.92,3.17
1990,Indang,14.19,120.87,5,21.21,2.09,0.5,6.31,74.77,35.56,26.07,29.67,2.81
1990,Indang,14.19,120.87,6,17.22,3.92,0.77,13.59,85.03,30.45,25.92,28.38,3.45
1990,Indang,14.19,120.87,7,18.27,4.19,0.95,14.07,86.21,30.24,25.45,27.65,3.16
1990,Indang,14.19,120.87,8,16.04,5.32,0.98,18.31,87.46,29.96,25.26,27.49,4.72
1990,Indang,14.19,120.87,9,17.99,4.15,0.97,9.74,86.35,30.01,25.22,27.23,3.19
1990,Indang,14.19,120.87,10,18.14,4.02,0.94,5.74,85.6,29.85,24.94,27.37,3.1
1990,Indang,14.19,120.87,11,16.46,4.56,0.89,4.65,84.62,29.81,23.05,27.05,3.77
1990,Indang,14.19,120.87,12,16.23,4.74,0.73,1.62,84.19,29.12,22.6,26.16,4.84
1990,Kawit,14.44,120.9,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Kawit,14.44,120.9,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Kawit,14.44,120.9,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Kawit,14.44,120.9,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Kawit,14.44,120.9,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Kawit,14.44,120.9,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Kawit,14.44,120.9,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Kawit,14.44,120.9,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Kawit,14.44,120.9,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Kawit,14.44,120.9,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Kawit,14.44,120.9,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,Kawit,14.44,120.9,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,Magallanes,14.19,120.73,1,18.17,1.96,0.5,0.67,78.89,30.46,21.78,26.27,4.23
1990,Magallanes,14.19,120.73,2,21.72,0.64,0.46,0.11,74.1,32.15,22.6,27.01,4.22
1990,Magallanes,14.19,120.73,3,22.51,0.72,0.45,0.57,69.46,33.94,22.87,27.89,3.57
1990,Magallanes,14.19,120.73,4,24.96,0.17,0.44,0.09,67.5,34.56,24.77,29.92,3.17
1990,Magallanes,14.19,120.73,5,21.21,2.09,0.5,6.31,74.77,35.56,26.07,29.67,2.81
1990,Magallanes,14.19,120.73,6,17.22,3.92,0.77,13.59,85.03,30.45,25.92,28.38,3.45
1990,Magallanes,14.19,120.73,7,18.27,4.19,0.95,14.07,86.21,30.24,25.45,27.65,3.16
1990,Magallanes,14.19,120.73,8,16.04,5.32,0.98,18.31,87.46,29.96,25.26,27.49,4.72
1990,Magallanes,14.19,120.73,9,17.99,4.15,0.97,9.74,86.35,30.01,25.22,27.23,3.19
1990,Magallanes,14.19,120.73,10,18.14,4.02,0.94,5.74,85.6,29.85,24.94,27.37,3.1
1990,Magallanes,14.19,120.73,11,16.46,4.56,0.89,4.65,84.62,29.81,23.05,27.05,3.77
1990,Magallanes,14.19,120.73,12,16.23,4.74,0.73,1.62,84.19,29.12,22.6,26.16,4.84
1990,Maragondon,14.27,120.73,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Maragondon,14.27,120.73,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Maragondon,14.27,120.73,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Maragondon,14.27,120.73,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Maragondon,14.27,120.73,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Maragondon,14.27,120.73,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Maragondon,14.27,120.73,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Maragondon,14.27,120.73,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Maragondon,14.27,120.73,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Maragondon,14.27,120.73,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Maragondon,14.27,120.73,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,Maragondon,14.27,120.73,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,Mendez,14.13,120.9,1,18.17,1.96,0.5,0.67,78.89,30.46,21.78,26.27,4.23
1990,Mendez,14.13,120.9,2,21.72,0.64,0.46,0.11,74.1,32.15,22.6,27.01,4.22
1990,Mendez,14.13,120.9,3,22.51,0.72,0.45,0.57,69.46,33.94,22.87,27.89,3.57
1990,Mendez,14.13,120.9,4,24.96,0.17,0.44,0.09,67.5,34.56,24.77,29.92,3.17
1990,Mendez,14.13,120.9,5,21.21,2.09,0.5,6.31,74.77,35.56,26.07,29.67,2.81
1990,Mendez,14.13,120.9,6,17.22,3.92,0.77,13.59,85.03,30.45,25.92,28.38,3.45
1990,Mendez,14.13,120.9,7,18.27,4.19,0.95,14.07,86.21,30.24,25.45,27.65,3.16
1990,Mendez,14.13,120.9,8,16.04,5.32,0.98,18.31,87.46,29.96,25.26,27.49,4.72
1990,Mendez,14.13,120.9,9,17.99,4.15,0.97,9.74,86.35,30.01,25.22,27.23,3.19
1990,Mendez,14.13,120.9,10,18.14,4.02,0.94,5.74,85.6,29.85,24.94,27.37,3.1
1990,Mendez,14.13,120.9,11,16.46,4.56,0.89,4.65,84.62,29.81,23.05,27.05,3.77
1990,Mendez,14.13,120.9,12,16.23,4.74,0.73,1.62,84.19,29.12,22.6,26.16,4.84
1990,Naic,14.32,120.77,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Naic,14.32,120.77,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Naic,14.32,120.77,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Naic,14.32,120.77,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Naic,14.32,120.77,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Naic,14.32,120.77,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Naic,14.32,120.77,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Naic,14.32,120.77,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Naic,14.32,120.77,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Naic,14.32,120.77,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Naic,14.32,120.77,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,Naic,14.32,120.77,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,Noveleta,14.43,120.88,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Noveleta,14.43,120.88,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Noveleta,14.43,120.88,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Noveleta,14.43,120.88,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Noveleta,14.43,120.88,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Noveleta,14.43,120.88,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Noveleta,14.43,120.88,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Noveleta,14.43,120.88,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Noveleta,14.43,120.88,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Noveleta,14.43,120.88,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Noveleta,14.43,120.88,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,Noveleta,14.43,120.88,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,Rosario,14.41,120.85,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Rosario,14.41,120.85,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Rosario,14.41,120.85,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Rosario,14.41,120.85,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Rosario,14.41,120.85,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Rosario,14.41,120.85,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Rosario,14.41,120.85,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Rosario,14.41,120.85,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Rosario,14.41,120.85,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Rosario,14.41,120.85,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Rosario,14.41,120.85,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
1990,Rosario,14.41,120.85,12,16.23,3.15,0.77,1.33,82.31,30.11,21.83,26.68,5.01
1990,Silang,14.23,120.97,1,18.17,3.8,0.73,3.0,85.89,30.13,18.04,24.2,1.63
1990,Silang,14.23,120.97,2,21.72,3.17,0.66,0.95,80.63,32.06,19.9,25.14,1.72
1990,Silang,14.23,120.97,3,22.51,2.23,0.59,1.46,74.39,34.27,19.76,26.31,1.6
1990,Silang,14.23,120.97,4,24.96,1.02,0.54,0.23,66.54,38.34,21.22,29.6,1.43
1990,Silang,14.23,120.97,5,21.21,2.01,0.59,5.18,74.45,37.4,22.91,29.06,1.24
1990,Silang,14.23,120.97,6,17.22,3.34,0.78,9.77,86.98,32.06,23.52,26.89,1.23
1990,Silang,14.23,120.97,7,18.27,3.96,0.91,8.63,87.48,31.73,23.21,26.48,1.21
1990,Silang,14.23,120.97,8,16.04,4.81,0.97,10.64,87.99,31.28,23.45,26.45,1.81
1990,Silang,14.23,120.97,9,17.99,3.78,0.94,6.76,87.85,31.61,23.17,26.23,1.24
1990,Silang,14.23,120.97,10,18.14,3.8,0.97,11.16,89.87,30.88,22.5,25.93,1.22
1990,Silang,14.23,120.97,11,16.46,4.52,0.97,11.43,89.19,30.91,21.08,25.54,1.45
1990,Silang,14.23,120.97,12,16.23,5.01,0.94,7.35,89.24,28.73,20.2,24.36,1.81
1990,Tagaytay City,14.11,120.96,1,18.17,3.8,0.73,3.0,85.89,30.13,18.04,24.2,1.63
1990,Tagaytay City,14.11,120.96,2,21.72,3.17,0.66,0.95,80.63,32.06,19.9,25.14,1.72
1990,Tagaytay City,14.11,120.96,3,22.51,2.23,0.59,1.46,74.39,34.27,19.76,26.31,1.6
1990,Tagaytay City,14.11,120.96,4,24.96,1.02,0.54,0.23,66.54,38.34,21.22,29.6,1.43
1990,Tagaytay City,14.11,120.96,5,21.21,2.01,0.59,5.18,74.45,37.4,22.91,29.06,1.24
1990,Tagaytay City,14.11,120.96,6,17.22,3.34,0.78,9.77,86.98,32.06,23.52,26.89,1.23
1990,Tagaytay City,14.11,120.96,7,18.27,3.96,0.91,8.63,87.48,31.73,23.21,26.48,1.21
1990,Tagaytay City,14.11,120.96,8,16.04,4.81,0.97,10.64,87.99,31.28,23.45,26.45,1.81
1990,Tagaytay City,14.11,120.96,9,17.99,3.78,0.94,6.76,87.85,31.61,23.17,26.23,1.24
1990,Tagaytay City,14.11,120.96,10,18.14,3.8,0.97,11.16,89.87,30.88,22.5,25.93,1.22
1990,Tagaytay City,14.11,120.96,11,16.46,4.52,0.97,11.43,89.19,30.91,21.08,25.54,1.45
1990,Tagaytay City,14.11,120.96,12,16.23,5.01,0.94,7.35,89.24,28.73,20.2,24.36,1.81
1990,Tanza,14.36,120.85,1,18.17,1.12,0.61,0.46,75.13,31.46,21.23,27.67,4.49
1990,Tanza,14.36,120.85,2,21.72,0.28,0.59,0.11,70.66,32.4,22.51,28.91,4.56
1990,Tanza,14.36,120.85,3,22.51,0.35,0.59,0.34,65.84,33.89,22.61,30.3,3.98
1990,Tanza,14.36,120.85,4,24.96,0.12,0.58,0.11,64.51,35.47,24.73,32.26,3.8
1990,Tanza,14.36,120.85,5,21.21,1.78,0.64,6.32,73.34,35.21,25.83,31.08,3.28
1990,Tanza,14.36,120.85,6,17.22,3.64,0.93,20.15,84.32,31.14,25.55,28.58,3.9
1990,Tanza,14.36,120.85,7,18.27,3.79,0.99,15.81,86.0,30.08,25.03,27.78,3.51
1990,Tanza,14.36,120.85,8,16.04,4.49,0.99,23.75,86.92,29.94,25.47,27.65,5.33
1990,Tanza,14.36,120.85,9,17.99,3.57,0.98,14.23,86.15,29.92,24.95,27.39,3.54
1990,Tanza,14.36,120.85,10,18.14,3.42,0.95,4.62,85.1,30.22,24.3,27.58,3.16
1990,Tanza,14.36,120.85,11,16.46,3.63,0.89,3.58,83.74,30.0,21.85,27.35,3.97
