YEAR,Municipality,LAT,LON,MONTH,ALLSKY_SFC_SW_DWN,EVLAND,GWETROOT,PRECTOTCORR,RH2M,T2M_MAX,T2M_MIN,TS,WS2M
1999,Trece Martires City,14.28,120.86,7,15.91,3.19,0.99,17.22,87.6,29.07,25.26,27.47,4.39
1999,Trece Martires City,14.28,120.86,8,16.01,3.84,0.99,22.36,86.76,29.53,24.76,27.18,4.05
1999,Trece Martires City,14.28,120.86,9,16.34,3.44,0.99,11.48,86.59,29.49,24.94,27.49,3.56
1999,Trece Martires City,14.28,120.86,10,16.77,3.2,0.98,9.64,86.61,30.13,24.65,27.53,3.41
1999,Trece Martires City,14.28,120.86,11,15.21,3.54,0.93,3.73,84.77,30.1,23.13,27.11,4.24
1999,Trece Martires City,14.28,120.86,12,13.79,2.77,0.9,4.5,87.65,29.29,20.84,26.32,5.05
2000,Alfonso,14.14,120.85,1,16.35,5.12,0.78,1.82,84.2,28.88,21.37,25.84,4.75
2000,Alfonso,14.14,120.85,2,16.51,4.06,0.68,2.81,85.01,30.12,22.73,26.33,4.53
2000,Alfonso,14.14,120.85,3,19.4,3.32,0.61,2.5,83.55,30.39,23.81,27.15,3.88
2000,Alfonso,14.14,120.85,4,22.38,2.97,0.54,2.3,78.67,33.13,25.17,28.84,2.91
2000,Alfonso,14.14,120.85,5,17.88,3.08,0.59,6.43,81.13,34.4,26.05,28.88,3.02
2000,Alfonso,14.14,120.85,6,19.72,3.61,0.7,6.31,83.04,31.25,25.85,28.59,2.6
2000,Alfonso,14.14,120.85,7,13.99,4.19,0.94,14.03,87.68,28.89,24.74,27.37,4.04
2000,Alfonso,14.14,120.85,8,17.06,3.83,0.95,8.88,86.41,29.19,24.91,27.93,3.35
2000,Alfonso,14.14,120.85,9,16.84,4.32,0.98,11.65,86.7,29.86,25.02,27.49,3.83
2000,Alfonso,14.14,120.85,10,15.56,3.97,0.94,8.57,86.69,30.38,24.98,27.75,3.63
2000,Alfonso,14.14,120.85,11,14.73,3.99,0.96,4.54,88.0,29.41,24.41,27.04,4.13
2000,Alfonso,14.14,120.85,12,14.19,3.87,0.92,5.29,87.97,29.31,24.24,26.7,4.56
2000,Amadeo,14.17,120.92,1,16.35,5.12,0.78,1.82,84.2,28.88,21.37,25.84,4.75
2000,Amadeo,14.17,120.92,2,16.51,4.06,0.68,2.81,85.01,30.12,22.73,26.33,4.53
2000,Amadeo,14.17,120.92,3,19.4,3.32,0.61,2.5,83.55,30.39,23.81,27.15,3.88
2000,Amadeo,14.17,120.92,4,22.38,2.97,0.54,2.3,78.67,33.13,25.17,28.84,2.91
2000,Amadeo,14.17,120.92,5,17.88,3.08,0.59,6.43,81.13,34.4,26.05,28.88,3.02
2000,Amadeo,14.17,120.92,6,19.72,3.61,0.7,6.31,83.04,31.25,25.85,28.59,2.6
2000,Amadeo,14.17,120.92,7,13.99,4.19,0.94,14.03,87.68,28.89,24.74,27.37,4.04
2000,Amadeo,14.17,120.92,8,17.06,3.83,0.95,8.88,86.41,29.19,24.91,27.93,3.35
2000,Amadeo,14.17,120.92,9,16.84,4.32,0.98,11.65,86.7,29.86,25.02,27.49,3.83
2000,Amadeo,14.17,120.92,10,15.56,3.97,0.94,8.57,86.69,30.38,24.98,27.75,3.63
2000,Amadeo,14.17,120.92,11,14.73,3.99,0.96,4.54,88.0,29.41,24.41,27.04,4.13
2000,Amadeo,14.17,120.92,12,14.19,3.87,0.92,5.29,87.97,29.31,24.24,26.7,4.56
2000,Bacoor City,14.46,120.94,1,16.35,5.13,0.93,5.48,87.17,28.91,18.76,23.89,1.8
2000,Bacoor City,14.46,120.94,2,16.51,4.67,0.9,6.67,88.36,30.73,20.41,24.46,1.77
2000,Bacoor City,14.46,120.94,3,19.4,4.31,0.85,5.5,87.15,30.51,21.52,25.64,1.58
2000,Bacoor City,14.46,120.94,4,22.38,3.94,0.79,2.73,82.13,33.79,22.04,27.51,1.26
2000,Bacoor City,14.46,120.94,5,17.88,3.68,0.76,5.94,83.92,34.28,22.96,27.41,1.21
2000,Bacoor City,14.46,120.94,6,19.72,3.56,0.82,6.43,86.48,32.52,23.33,26.78,1.03
2000,Bacoor City,14.46,120.94,7,13.99,3.92,0.97,11.16,89.46,29.9,22.77,25.78,1.52
2000,Bacoor City,14.46,120.94,8,17.06,3.64,0.95,5.88,88.37,31.35,23.07,26.31,1.25
2000,Bacoor City,14.46,120.94,9,16.84,4.19,0.97,10.48,89.5,31.03,22.99,25.83,1.49
2000,Bacoor City,14.46,120.94,10,15.56,3.87,0.98,11.62,90.72,30.8,22.69,25.95,1.39
2000,Bacoor City,14.46,120.94,11,14.73,4.29,0.99,10.39,90.87,29.23,22.18,25.49,1.6
2000,Bacoor City,14.46,120.94,12,14.19,4.11,0.98,14.41,91.53,28.84,21.63,24.84,1.74
2000,Carmona,14.31,121.05,1,13.63,5.13,0.93,5.48,87.17,28.91,18.76,23.89,1.8
2000,Carmona,14.31,121.05,2,15.1,4.67,0.9,6.67,88.36,30.73,20.41,24.46,1.77
2000,Carmona,14.31,121.05,3,16.63,4.31,0.85,5.5,87.15,30.51,21.52,25.64,1.58
2000,Carmona,14.31,121.05,4,22.04,3.94,0.79,2.73,82.13,33.79,22.04,27.51,1.26
2000,Carmona,14.31,121.05,5,17.65,3.68,0.76,5.94,83.92,34.28,22.96,27.41,1.21
2000,Carmona,14.31,121.05,6,18.38,3.56,0.82,6.43,86.48,32.52,23.33,26.78,1.03
2000,Carmona,14.31,121.05,7,14.39,3.92,0.97,11.16,89.46,29.9,22.77,25.78,1.52
2000,Carmona,14.31,121.05,8,17.88,3.64,0.95,5.88,88.37,31.35,23.07,26.31,1.25
2000,Carmona,14.31,121.05,9,15.8,4.19,0.97,10.48,89.5,31.03,22.99,25.83,1.49
2000,Carmona,14.31,121.05,10,13.7,3.87,0.98,11.62,90.72,30.8,22.69,25.95,1.39
2000,Carmona,14.31,121.05,11,12.25,4.29,0.99,10.39,90.87,29.23,22.18,25.49,1.6
2000,Carmona,14.31,121.05,12,11.06,4.11,0.98,14.41,91.53,28.84,21.63,24.84,1.74
2000,Cavite City,14.48,120.9,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Cavite City,14.48,120.9,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Cavite City,14.48,120.9,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Cavite City,14.48,120.9,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Cavite City,14.48,120.9,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,Cavite City,14.48,120.9,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,Cavite City,14.48,120.9,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,Cavite City,14.48,120.9,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,Cavite City,14.48,120.9,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,Cavite City,14.48,120.9,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,Cavite City,14.48,120.9,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,Cavite City,14.48,120.9,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,Dasmarinas City,14.33,120.93,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Dasmarinas City,14.33,120.93,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Dasmarinas City,14.33,120.93,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Dasmarinas City,14.33,120.93,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Dasmarinas City,14.33,120.93,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,Dasmarinas City,14.33,120.93,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,Dasmarinas City,14.33,120.93,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,Dasmarinas City,14.33,120.93,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,Dasmarinas City,14.33,120.93,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,Dasmarinas City,14.33,120.93,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,Dasmarinas City,14.33,120.93,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,Dasmarinas City,14.33,120.93,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,General Emilio Aguinaldo,14.18,120.79,1,16.35,5.12,0.78,1.82,84.2,28.88,21.37,25.84,4.75
2000,General Emilio Aguinaldo,14.18,120.79,2,16.51,4.06,0.68,2.81,85.01,30.12,22.73,26.33,4.53
2000,General Emilio Aguinaldo,14.18,120.79,3,19.4,3.32,0.61,2.5,83.55,30.39,23.81,27.15,3.88
2000,General Emilio Aguinaldo,14.18,120.79,4,22.38,2.97,0.54,2.3,78.67,33.13,25.17,28.84,2.91
2000,General Emilio Aguinaldo,14.18,120.79,5,17.88,3.08,0.59,6.43,81.13,34.4,26.05,28.88,3.02
2000,General Emilio Aguinaldo,14.18,120.79,6,19.72,3.61,0.7,6.31,83.04,31.25,25.85,28.59,2.6
2000,General Emilio Aguinaldo,14.18,120.79,7,13.99,4.19,0.94,14.03,87.68,28.89,24.74,27.37,4.04
2000,General Emilio Aguinaldo,14.18,120.79,8,17.06,3.83,0.95,8.88,86.41,29.19,24.91,27.93,3.35
2000,General Emilio Aguinaldo,14.18,120.79,9,16.84,4.32,0.98,11.65,86.7,29.86,25.02,27.49,3.83
2000,General Emilio Aguinaldo,14.18,120.79,10,15.56,3.97,0.94,8.57,86.69,30.38,24.98,27.75,3.63
2000,General Emilio Aguinaldo,14.18,120.79,11,14.73,3.99,0.96,4.54,88.0,29.41,24.41,27.04,4.13
2000,General Emilio Aguinaldo,14.18,120.79,12,14.19,3.87,0.92,5.29,87.97,29.31,24.24,26.7,4.56
2000,General Mariano Alvarez,14.3,121.0,1,13.63,5.13,0.93,5.48,87.17,28.91,18.76,23.89,1.8
2000,General Mariano Alvarez,14.3,121.0,2,15.1,4.67,0.9,6.67,88.36,30.73,20.41,24.46,1.77
2000,General Mariano Alvarez,14.3,121.0,3,16.63,4.31,0.85,5.5,87.15,30.51,21.52,25.64,1.58
2000,General Mariano Alvarez,14.3,121.0,4,22.04,3.94,0.79,2.73,82.13,33.79,22.04,27.51,1.26
2000,General Mariano Alvarez,14.3,121.0,5,17.65,3.68,0.76,5.94,83.92,34.28,22.96,27.41,1.21
2000,General Mariano Alvarez,14.3,121.0,6,18.38,3.56,0.82,6.43,86.48,32.52,23.33,26.78,1.03
2000,General Mariano Alvarez,14.3,121.0,7,14.39,3.92,0.97,11.16,89.46,29.9,22.77,25.78,1.52
2000,General Mariano Alvarez,14.3,121.0,8,17.88,3.64,0.95,5.88,88.37,31.35,23.07,26.31,1.25
2000,General Mariano Alvarez,14.3,121.0,9,15.8,4.19,0.97,10.48,89.5,31.03,22.99,25.83,1.49
2000,General Mariano Alvarez,14.3,121.0,10,13.7,3.87,0.98,11.62,90.72,30.8,22.69,25.95,1.39
2000,General Mariano Alvarez,14.3,121.0,11,12.25,4.29,0.99,10.39,90.87,29.23,22.18,25.49,1.6
2000,General Mariano Alvarez,14.3,121.0,12,11.06,4.11,0.98,14.41,91.53,28.84,21.63,24.84,1.74
2000,General Trias,14.38,120.88,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,General Trias,14.38,120.88,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,General Trias,14.38,120.88,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,General Trias,14.38,120.88,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,General Trias,14.38,120.88,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,General Trias,14.38,120.88,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,General Trias,14.38,120.88,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,General Trias,14.38,120.88,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,General Trias,14.38,120.88,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,General Trias,14.38,120.88,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,General Trias,14.38,120.88,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,General Trias,14.38,120.88,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,Imus City,14.43,120.93,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Imus City,14.43,120.93,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Imus City,14.43,120.93,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Imus City,14.43,120.93,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Imus City,14.43,120.93,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,Imus City,14.43,120.93,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,Imus City,14.43,120.93,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,Imus City,14.43,120.93,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,Imus City,14.43,120.93,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,Imus City,14.43,120.93,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,Imus City,14.43,120.93,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,Imus City,14.43,120.93,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,Indang,14.19,120.87,1,16.35,5.12,0.78,1.82,84.2,28.88,21.37,25.84,4.75
2000,Indang,14.19,120.87,2,16.51,4.06,0.68,2.81,85.01,30.12,22.73,26.33,4.53
2000,Indang,14.19,120.87,3,19.4,3.32,0.61,2.5,83.55,30.39,23.81,27.15,3.88
2000,Indang,14.19,120.87,4,22.38,2.97,0.54,2.3,78.67,33.13,25.17,28.84,2.91
2000,Indang,14.19,120.87,5,17.88,3.08,0.59,6.43,81.13,34.4,26.05,28.88,3.02
2000,Indang,14.19,120.87,6,19.72,3.61,0.7,6.31,83.04,31.25,25.85,28.59,2.6
2000,Indang,14.19,120.87,7,13.99,4.19,0.94,14.03,87.68,28.89,24.74,27.37,4.04
2000,Indang,14.19,120.87,8,17.06,3.83,0.95,8.88,86.41,29.19,24.91,27.93,3.35
2000,Indang,14.19,120.87,9,16.84,4.32,0.98,11.65,86.7,29.86,25.02,27.49,3.83
2000,Indang,14.19,120.87,10,15.56,3.97,0.94,8.57,86.69,30.38,24.98,27.75,3.63
2000,Indang,14.19,120.87,11,14.73,3.99,0.96,4.54,88.0,29.41,24.41,27.04,4.13
2000,Indang,14.19,120.87,12,14.19,3.87,0.92,5.29,87.97,29.31,24.24,26.7,4.56
2000,Kawit,14.44,120.9,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Kawit,14.44,120.9,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Kawit,14.44,120.9,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Kawit,14.44,120.9,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Kawit,14.44,120.9,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,Kawit,14.44,120.9,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,Kawit,14.44,120.9,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,Kawit,14.44,120.9,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,Kawit,14.44,120.9,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,Kawit,14.44,120.9,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,Kawit,14.44,120.9,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,Kawit,14.44,120.9,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,Magallanes,14.19,120.73,1,16.35,5.12,0.78,1.82,84.2,28.88,21.37,25.84,4.75
2000,Magallanes,14.19,120.73,2,16.51,4.06,0.68,2.81,85.01,30.12,22.73,26.33,4.53
2000,Magallanes,14.19,120.73,3,19.4,3.32,0.61,2.5,83.55,30.39,23.81,27.15,3.88
2000,Magallanes,14.19,120.73,4,22.38,2.97,0.54,2.3,78.67,33.13,25.17,28.84,2.91
2000,Magallanes,14.19,120.73,5,17.88,3.08,0.59,6.43,81.13,34.4,26.05,28.88,3.02
2000,Magallanes,14.19,120.73,6,19.72,3.61,0.7,6.31,83.04,31.25,25.85,28.59,2.6
2000,Magallanes,14.19,120.73,7,13.99,4.19,0.94,14.03,87.68,28.89,24.74,27.37,4.04
2000,Magallanes,14.19,120.73,8,17.06,3.83,0.95,8.88,86.41,29.19,24.91,27.93,3.35
2000,Magallanes,14.19,120.73,9,16.84,4.32,0.98,11.65,86.7,29.86,25.02,27.49,3.83
2000,Magallanes,14.19,120.73,10,15.56,3.97,0.94,8.57,86.69,30.38,24.98,27.75,3.63
2000,Magallanes,14.19,120.73,11,14.73,3.99,0.96,4.54,88.0,29.41,24.41,27.04,4.13
2000,Magallanes,14.19,120.73,12,14.19,3.87,0.92,5.29,87.97,29.31,24.24,26.7,4.56
2000,Maragondon,14.27,120.73,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Maragondon,14.27,120.73,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Maragondon,14.27,120.73,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Maragondon,14.27,120.73,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Maragondon,14.27,120.73,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,Maragondon,14.27,120.73,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,Maragondon,14.27,120.73,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,Maragondon,14.27,120.73,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,Maragondon,14.27,120.73,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,Maragondon,14.27,120.73,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,Maragondon,14.27,120.73,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,Maragondon,14.27,120.73,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,Mendez,14.13,120.9,1,16.35,5.12,0.78,1.82,84.2,28.88,21.37,25.84,4.75
2000,Mendez,14.13,120.9,2,16.51,4.06,0.68,2.81,85.01,30.12,22.73,26.33,4.53
2000,Mendez,14.13,120.9,3,19.4,3.32,0.61,2.5,83.55,30.39,23.81,27.15,3.88
2000,Mendez,14.13,120.9,4,22.38,2.97,0.54,2.3,78.67,33.13,25.17,28.84,2.91
2000,Mendez,14.13,120.9,5,17.88,3.08,0.59,6.43,81.13,34.4,26.05,28.88,3.02
2000,Mendez,14.13,120.9,6,19.72,3.61,0.7,6.31,83.04,31.25,25.85,28.59,2.6
2000,Mendez,14.13,120.9,7,13.99,4.19,0.94,14.03,87.68,28.89,24.74,27.37,4.04
2000,Mendez,14.13,120.9,8,17.06,3.83,0.95,8.88,86.41,29.19,24.91,27.93,3.35
2000,Mendez,14.13,120.9,9,16.84,4.32,0.98,11.65,86.7,29.86,25.02,27.49,3.83
2000,Mendez,14.13,120.9,10,15.56,3.97,0.94,8.57,86.69,30.38,24.98,27.75,3.63
2000,Mendez,14.13,120.9,11,14.73,3.99,0.96,4.54,88.0,29.41,24.41,27.04,4.13
2000,Mendez,14.13,120.9,12,14.19,3.87,0.92,5.29,87.97,29.31,24.24,26.7,4.56
2000,Naic,14.32,120.77,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Naic,14.32,120.77,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Naic,14.32,120.77,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Naic,14.32,120.77,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Naic,14.32,120.77,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,Naic,14.32,120.77,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,Naic,14.32,120.77,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,Naic,14.32,120.77,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,Naic,14.32,120.77,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,Naic,14.32,120.77,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,Naic,14.32,120.77,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,Naic,14.32,120.77,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,Noveleta,14.43,120.88,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Noveleta,14.43,120.88,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Noveleta,14.43,120.88,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Noveleta,14.43,120.88,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Noveleta,14.43,120.88,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,Noveleta,14.43,120.88,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,Noveleta,14.43,120.88,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,Noveleta,14.43,120.88,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,Noveleta,14.43,120.88,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,Noveleta,14.43,120.88,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,Noveleta,14.43,120.88,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,Noveleta,14.43,120.88,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,Rosario,14.41,120.85,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Rosario,14.41,120.85,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Rosario,14.41,120.85,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Rosario,14.41,120.85,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Rosario,14.41,120.85,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
2000,Rosario,14.41,120.85,6,19.72,3.08,0.91,6.94,83.07,31.16,25.42,28.67,2.8
2000,Rosario,14.41,120.85,7,13.99,3.66,0.99,20.84,87.28,28.79,24.57,27.4,4.68
2000,Rosario,14.41,120.85,8,17.06,3.5,0.99,12.94,86.0,29.79,24.79,28.02,3.73
2000,Rosario,14.41,120.85,9,16.84,3.85,0.99,14.73,85.9,30.27,24.86,27.57,4.29
2000,Rosario,14.41,120.85,10,15.56,3.23,0.97,8.46,86.64,30.44,24.73,27.75,3.85
2000,Rosario,14.41,120.85,11,14.73,3.34,0.97,3.37,87.47,29.74,23.5,27.01,4.28
2000,Rosario,14.41,120.85,12,14.19,2.82,0.9,3.55,87.24,29.71,23.2,26.65,4.68
2000,Silang,14.23,120.97,1,16.35,4.98,0.94,6.0,88.26,29.27,19.05,24.04,1.78
2000,Silang,14.23,120.97,2,16.51,4.64,0.91,6.02,89.63,31.34,20.67,24.63,1.75
2000,Silang,14.23,120.97,3,19.4,4.4,0.88,5.87,89.24,30.43,21.56,25.53,1.51
2000,Silang,14.23,120.97,4,22.38,4.45,0.8,3.14,84.58,33.4,22.4,27.16,1.25
2000,Silang,14.23,120.97,5,17.88,3.83,0.76,5.4,84.53,34.51,23.13,27.47,1.15
2000,Silang,14.23,120.97,6,19.72,3.45,0.79,6.05,86.98,32.06,23.53,26.86,1.03
2000,Silang,14.23,120.97,7,13.99,3.9,0.94,9.41,88.53,30.53,23.15,26.14,1.47
2000,Silang,14.23,120.97,8,17.06,3.49,0.91,4.62,88.03,30.92,23.1,26.56,1.23
2000,Silang,14.23,120.97,9,16.84,3.97,0.95,9.4,89.2,32.21,23.19,26.13,1.48
2000,Silang,14.23,120.97,10,15.56,3.62,0.97,11.67,91.23,30.94,22.82,26.11,1.32
2000,Silang,14.23,120.97,11,14.73,4.0,0.99,10.42,91.33,29.57,22.43,25.75,1.58
2000,Silang,14.23,120.97,12,14.19,3.78,0.98,14.07,92.22,29.43,22.05,25.18,1.7
2000,Tagaytay City,14.11,120.96,1,16.35,4.98,0.94,6.0,88.26,29.27,19.05,24.04,1.78
2000,Tagaytay City,14.11,120.96,2,16.51,4.64,0.91,6.02,89.63,31.34,20.67,24.63,1.75
2000,Tagaytay City,14.11,120.96,3,19.4,4.4,0.88,5.87,89.24,30.43,21.56,25.53,1.51
2000,Tagaytay City,14.11,120.96,4,22.38,4.45,0.8,3.14,84.58,33.4,22.4,27.16,1.25
2000,Tagaytay City,14.11,120.96,5,17.88,3.83,0.76,5.4,84.53,34.51,23.13,27.47,1.15
2000,Tagaytay City,14.11,120.96,6,19.72,3.45,0.79,6.05,86.98,32.06,23.53,26.86,1.03
2000,Tagaytay City,14.11,120.96,7,13.99,3.9,0.94,9.41,88.53,30.53,23.15,26.14,1.47
2000,Tagaytay City,14.11,120.96,8,17.06,3.49,0.91,4.62,88.03,30.92,23.1,26.56,1.23
2000,Tagaytay City,14.11,120.96,9,16.84,3.97,0.95,9.4,89.2,32.21,23.19,26.13,1.48
2000,Tagaytay City,14.11,120.96,10,15.56,3.62,0.97,11.67,91.23,30.94,22.82,26.11,1.32
2000,Tagaytay City,14.11,120.96,11,14.73,4.0,0.99,10.42,91.33,29.57,22.43,25.75,1.58
2000,Tagaytay City,14.11,120.96,12,14.19,3.78,0.98,14.07,92.22,29.43,22.05,25.18,1.7
2000,Tanza,14.36,120.85,1,16.35,3.41,0.8,1.07,82.19,29.46,20.6,26.41,4.86
2000,Tanza,14.36,120.85,2,16.51,2.94,0.75,2.53,82.84,30.76,22.31,26.98,4.71
2000,Tanza,14.36,120.85,3,19.4,2.57,0.68,1.73,80.11,31.58,23.22,28.23,4.2
2000,Tanza,14.36,120.85,4,22.38,2.32,0.62,1.71,74.03,34.92,24.82,30.51,3.12
2000,Tanza,14.36,120.85,5,17.88,2.26,0.74,8.62,78.76,35.13,25.71,30.01,3.5
